;"LLUVIA POBL.
(mm)";"TEMPERATURA
  MEDIA (ºc)";"APORTACIONES A LA PRESA
(hm³)";"VOLUMEN EMBALSADO
(hm³)";"VOLUMEN PARA RIEGO
(m³)";"VOLUMEN PARA ABASTECIMIENTO
(m³)";"VOLUMEN VERTIDO
(m³)"
25/04/1993;6,5;0;0,005309723;47,25;0;0;0
26/04/1993;1,5;0;-0,019944829;47,225;0;0;0
27/04/1993;0;0;0,009099308;47,225;0;0;0
28/04/1993;25;0;0,060370122;47,275;0;0;0
29/04/1993;2;0;0,027518093;47,301;0;0;0
30/04/1993;1;0;0,027784114;47,326;0;0;0
01/05/1993;0;0;0,01417367;47,326;0;0;0
02/05/1993;0;0;0,039684841;47,351;0;0;0
03/05/1993;0;0;0,012152972;47,351;0;0;0
04/05/1993;1,5;0;0,01316572;47,351;0;0;0
05/05/1993;0;0;0,00658286;47,351;0;0;0
06/05/1993;0;0;0,007848795;47,351;0;0;0
07/05/1993;0;0;0,012659346;47,351;0;0;0
08/05/1993;0;0;0,014684841;47,351;0;0;0
09/05/1993;0,5;0;0,005570112;47,351;0;0;0
10/05/1993;0;0;0,012152972;47,351;0;0;0
11/05/1993;6;0;0,016203963;47,351;0;0;0
12/05/1993;24,5;0;0,106563537;47,453;0;0;0
13/05/1993;0;0;0,011915903;47,453;0;0;0
14/05/1993;0;0;0,012422962;47,453;0;0;0
15/05/1993;0;0;0,012676492;47,453;0;0;0
16/05/1993;0;0;0,018000619;47,453;0;0;0
17/05/1993;0;0;0,010141194;47,453;0;0;0
18/05/1993;0;0;0,010141194;47,453;0;0;0
19/05/1993;0;0;0,01571885;47,453;0;0;0
20/05/1993;0;0;0,042753092;47,478;0;0;0
21/05/1993;0;0;0,010398239;47,478;0;0;0
22/05/1993;0,5;0;0,013695242;47,478;0;0;0
23/05/1993;5;0;0,000760847;47,478;0;0;0
24/05/1993;1,5;0;0,002028925;47,478;0;0;0
25/05/1993;1,5;0;0,009383777;47,478;0;0;0
26/05/1993;0;0;0,035148062;47,503;0;0;0
27/05/1993;0;0;0,00811845;47,503;0;0;0
28/05/1993;0;0;-0,006486062;47,478;0;0;0
29/05/1993;0;0;0,012427164;47,478;0;0;0
30/05/1993;0;0;0,022064557;47,478;0;0;0
31/05/1993;0;0;-0,00902762;47,453;0;0;0
01/06/1993;0;0;0,000325238;47,402;0;0;0,03207
02/06/1993;0;0;0,016468296;47,402;0;0;0
03/06/1993;0;0;-0,008537278;47,377;0;0;0
04/06/1993;0;0;0,020768358;47,377;0;0;0
05/06/1993;0;0;0,017475813;47,377;0;0;0
06/06/1993;0;0;-0,014100215;47,351;0;0;0
07/06/1993;0;0;0,014684841;47,351;0;0;0
08/06/1993;3;0;0,00987429;47,351;0;0;0
09/06/1993;0;0;-0,009054621;47,326;0;0;0
10/06/1993;0;0;0,021007404;47,326;0;0;0
11/06/1993;0;0;0,018982594;47,326;0;0;0
12/06/1993;0;0;-0,008553991;47,301;0;0;0
13/06/1993;0;0;0,018217118;47,301;0;0;0
14/06/1993;0;0;0,015939978;47,301;0;0;0
15/06/1993;0;0;-0,008800773;47,275;0;0;0
16/06/1993;0;0;0,016946298;47,275;0;0;0
17/06/1993;0;0;-0,010335051;47,25;0;0;0
18/06/1993;0;0;0,017193389;47,25;0;0;0
19/06/1993;0;0;-0,007054142;47,225;0;0;0
20/06/1993;0;0;-0,0065549;47,2;0;0;0
21/06/1993;0;0;0,025519933;47,2;0;0;0
22/06/1993;0;0;-0,013875803;47,174;0;0;0
23/06/1993;0;0;-0,00353736;47,149;0;0;0
24/06/1993;1;0;0,02146264;47,149;0;0;0
25/06/1993;0;0;-0,012126787;47,124;0;0;0
26/06/1993;0;0;0,014892541;47,124;0;0;0
27/06/1993;0;0;-0,004561229;47,099;0;0;0
28/06/1993;0;0;-0,002036739;47,073;0;0;0
29/06/1993;0;0;-3,62198E-05;47,048;0;0;0
30/06/1993;0;0;0,001215695;47,023;0;0;0
01/07/1993;0;0;-0,003581002;46,998;0;0;0
02/07/1993;0;0;0,020159057;46,998;0;0;0
03/07/1993;0;0;-0,007611096;46,972;0;0;0
04/07/1993;0;0;0,014358459;46,972;0;0;0
05/07/1993;0;0;0,018388904;46,972;0;0;0
06/07/1993;0;0;0,003251129;46,872;0;0;0,08212
07/07/1993;0;0;0,020124884;46,872;0;0;0
08/07/1993;0;0;-0,005133435;46,847;0;0;0
09/07/1993;0;0;0,019112139;46,847;0;0;0
10/07/1993;0;0;-0,005637398;46,821;0;0;0
11/07/1993;0;0;-0,003136483;46,796;0;0;0
12/07/1993;0;0;-0,007917076;46,771;0;0;0
13/07/1993;0;0;0,022107314;46,771;0;0;0
14/07/1993;0;0;-0,006416104;46,746;0;0;0
15/07/1993;0;0;0,016574827;46,746;0;0;0
16/07/1993;0;0;-0,005669251;46,721;0;0;0
17/07/1993;0;0;0,01531397;46,721;0;0;0
18/07/1993;0;0;-0,007432563;46,696;0;0;0
19/07/1993;0;0;-0,00844206;46,671;0;0;0
20/07/1993;0;0;0,003428921;46,545;0;0;0,1134
21/07/1993;0;0;0,004501412;46,42;0;0;0,11575
22/07/1993;0;0;0,004387011;46,27;0;0;0,13742
23/07/1993;0;0;0,031363325;46,121;0;0;0,16368
24/07/1993;0;0;-0,007326732;46,096;0;0;0
25/07/1993;0;0;-0,002853701;46,071;0;0;0
26/07/1993;0;0;-0,008333767;46,046;0;0;0
27/07/1993;0;0;0,006512243;45,872;0;0;0,16736
28/07/1993;0;0;0,006310793;45,674;0;0;0,18575
29/07/1993;0;0;0,006293234;45,501;0;0;0,16053
30/07/1993;0;0;0,006060779;45,304;0;0;0,17844
31/07/1993;0;0;0,005339068;45,156;0;0;0,13614
01/08/1993;0;0;0,005416841;44,984;0;0;0,16222
02/08/1993;0;0;0,01470662;44,984;0;0;0
03/08/1993;0;0;-0,007338209;44,96;0;0;0
04/08/1993;0;0;-0,018386574;44,935;0;0;0
05/08/1993;0;0;-0,005390824;44,911;0;0;0
06/08/1993;0;0;0,006109072;44,715;0;0;0,1794
07/08/1993;0;0;0,006191971;44,544;0;0;0,15673
08/08/1993;0;0;-0,009152131;44,301;0;0;0,20496
09/08/1993;0;0;-0,007983717;44,277;0;0;0
10/08/1993;0;0;0,014560258;44,277;0;0;0
11/08/1993;0;0;-0,007048548;44,252;0;0;0
12/08/1993;0;0;-0,009207291;44,228;0;0;0
13/08/1993;0;0;0,251460206;44,228;0;0;0,23691
14/08/1993;0;0;-0,232812069;43,745;0;0;0,23044
15/08/1993;0;0;0,009279514;43,504;0;0;0,233
16/08/1993;0;0;-0,012484322;43,48;0;0;0
17/08/1993;0;0;-0,017284866;43,456;0;0;0
18/08/1993;0;0;0,008633744;43,456;0;0;0
19/08/1993;0;0;0,247658923;43,432;0;0;0,252
20/08/1993;0;0;-0,015449212;43,169;0;0;0,2294
21/08/1993;0;0;0,00040154;42,931;0;0;0,2196
22/08/1993;0;0;-0,268884143;42,646;0;0;0
23/08/1993;0;0;0,013982876;42,646;0;0;0
24/08/1993;0;0;-0,036158389;42,598;0;0;0
25/08/1993;0;0;0,011131114;42,598;0;0;0
26/08/1993;0;0;0,198507165;42,527;0;0;0,252
27/08/1993;0;0;0,001517406;42,291;0;0;0,2196
28/08/1993;0;0;0,048286476;42,126;0;0;0,198
29/08/1993;0;0;-0,148516526;41,962;0;0;0
30/08/1993;0;0;0,013137493;41,962;0;0;0
31/08/1993;14;0;-0,046296701;41,915;0;0;0
01/09/1993;0;0;-0,002908425;41,891;0;0;0
02/09/1993;0;0;0,212025567;41,844;0;0;0,252
03/09/1993;0;0;-0,054176647;41,564;0;0;0,2088
04/09/1993;0;0;0,040007852;41,378;0;0;0,2088
05/09/1993;0;0;-0,187210829;41,169;0;0;0
06/09/1993;0;0;-0,029627345;41,122;0;0;0
07/09/1993;0;0;-0,004707276;41,099;0;0;0
08/09/1993;0;0;0,014819422;41,099;0;0;0
09/09/1993;0;0;0,253535974;41,076;0;0;0,252
10/09/1993;0;0;-0,078550224;40,753;0;0;0,2304
11/09/1993;0;0;0,018288346;40,523;0;0;0,2196
12/09/1993;0;0;-0,187096824;40,316;0;0;0
13/09/1993;0;0;-0,022824963;40,271;0;0;0
14/09/1993;0;0;0,017831473;40,271;0;0;0
15/09/1993;0;0;-0,013401848;40,248;0;0;0
16/09/1993;0;0;-0,005409688;40,225;0;0;0
17/09/1993;0,1;0;0,010101997;39,974;0;0;0,252
18/09/1993;0;0;-0,031907122;39,724;0;0;0,2088
19/09/1993;0;0;0,018402318;39,498;0;0;0,2304
20/09/1993;0;0;-0,009454232;39,475;0;0;0
21/09/1993;0;0;-0,010490218;39,453;0;0;0
22/09/1993;0;0;-0,007659134;39,43;0;0;0
23/09/1993;0;0;-0,006213615;39,408;0;0;0
24/09/1993;0;0;0,011100344;39,16;0;0;0,24113
25/09/1993;0;0;-0,009649836;39,138;0;0;0
26/09/1993;0;0;-0,013572369;39,115;0;0;0
27/09/1993;0;0;0,012794643;39,115;0;0;0
28/09/1993;0;0;-0,012575749;39,093;0;0;0
29/09/1993;0;0;0,010770573;39,093;0;0;0
30/09/1993;0;0;-0,010214582;39,07;0;0;0
01/10/1993;0;0;-0,012806775;39,048;0;0;0
02/10/1993;0;0;0,01569575;39,048;0;0;0
03/10/1993;0;0;-0,006189183;39,025;0;0;0
04/10/1993;0,1;0;-0,012589343;39,003;0;0;0
05/10/1993;0;0;0,005377518;39,003;0;0;0
06/10/1993;0;0;-0,015280523;38,981;0;0;0
07/10/1993;16;0;0,023568443;39,003;0;0;0
08/10/1993;1;0;0,006945961;39,003;0;0;0
09/10/1993;0,1;0;0,002240633;39,003;0;0;0
10/10/1993;7;0;0,002464696;39,003;0;0;0
11/10/1993;14,5;0;0,027379461;39,025;0;0;0
12/10/1993;4,5;0;0,004931173;39,025;0;0;0
13/10/1993;6,5;0;0,0274845;39,048;0;0;0
14/10/1993;0;0;0,003811825;39,048;0;0;0
15/10/1993;1;0;0,004260275;39,048;0;0;0
16/10/1993;13,5;0;0,025364584;39,07;0;0;0
17/10/1993;0;0;0,003813195;39,07;0;0;0
18/10/1993;0;0;0,002915973;39,07;0;0;0
19/10/1993;0;0;0,006504862;39,07;0;0;0
20/10/1993;0;0;0,007850695;39,07;0;0;0
21/10/1993;0;0;0,006953473;39,07;0;0;0
22/10/1993;0;0;-0,011909875;39,048;0;0;0
23/10/1993;0;0;0,0071752;39,048;0;0;0
24/10/1993;0;0;0,007399425;39,048;0;0;0
25/10/1993;0;0;0,00313915;39,048;0;0;0
26/10/1993;37;0;0,069020207;39,115;0;0;0
27/10/1993;1;0;0,023673645;39,138;0;0;0
28/10/1993;0;0;0,007634647;39,138;0;0;0
29/10/1993;1,5;0;0,000673645;39,138;0;0;0
30/10/1993;23,5;0;0,068798329;39,205;0;0;0
31/10/1993;2;0;0,00202312;39,205;0;0;0
01/11/1993;24,5;0;0,136576939;39,34;0;0;0
02/11/1993;0,5;0;0,024126788;39,363;0;0;0
03/11/1993;33;0;1,55284718;40,914;0;0;0
04/11/1993;0;0;0,078476877;40,983;0;0;0
05/11/1993;0;0;0,073702226;41,053;0;0;0
06/11/1993;9,5;0;0,142941987;41,192;0;0;0
07/11/1993;0;0;0,074338939;41,261;0;0;0
08/11/1993;7;0;0,072323744;41,331;0;0;0
09/11/1993;0;0;0,050255539;41,378;0;0;0
10/11/1993;0;0;0,050886771;41,424;0;0;0
11/11/1993;0;0;0,048862943;41,471;0;0;0
12/11/1993;4;0;0,047398194;41,517;0;0;0
13/11/1993;0;0;0,050964342;41,564;0;0;0
14/11/1993;0;0;0,024866236;41,587;0;0;0
15/11/1993;0;0;0,026100253;41,611;0;0;0
16/11/1993;1,5;0;0,046467052;41,657;0;0;0
17/11/1993;0;0;0,028438569;41,681;0;0;0
18/11/1993;0;0;0,026271674;41,704;0;0;0
19/11/1993;0;0;0,0265066;41,727;0;0;0
20/11/1993;0;0;0,02797555;41,751;0;0;0
21/11/1993;0;0;0,004443262;41,751;0;0;0
22/11/1993;0;0;0,024871505;41,774;0;0;0
23/11/1993;0;0;0,005848454;41,774;0;0;0
24/11/1993;0;0;0,026574231;41,798;0;0;0
25/11/1993;0;0;0,025106928;41,821;0;0;0
26/11/1993;0;0;0,026278598;41,844;0;0;0
27/11/1993;0;0;0,027982557;41,868;0;0;0
28/11/1993;0;0;0,003982557;41,868;0;0;0
29/11/1993;0;0;0,035420594;41,891;0;0;0
30/11/1993;0,1;0;0,031032989;41,915;0;0;0
01/12/1993;0;0;0,006564123;41,915;0;0;0
02/12/1993;0;0;0,030973535;41,938;0;0;0
03/12/1993;0;0;0,00328322;41,938;0;0;0
04/12/1993;0;0;0,028222766;41,962;0;0;0
05/12/1993;0;0;0,003049775;41,962;0;0;0
06/12/1993;0;0;0,002815177;41,962;0;0;0
07/12/1993;0;0;0,026520215;41,985;0;0;0
08/12/1993;0;0;0,003050853;41,985;0;0;0
09/12/1993;0;0;0,002581491;41,985;0;0;0
10/12/1993;0;0;-0,017939358;41,938;0;0;0,02695
11/12/1993;0;0;0,027988168;41,962;0;0;0
12/12/1993;0;0;0,001876785;41,962;0;0;0
13/12/1993;0;0;0,024173405;41,985;0;0;0
14/12/1993;0;0;0,003285534;41,985;0;0;0
15/12/1993;0;0;0,011030007;41,985;0;0;0
16/12/1993;0;0;0,010560645;41,985;0;0;0
17/12/1993;0;0;0,00234681;41,985;0;0;0
18/12/1993;0;0;0,025878107;42,009;0;0;0
19/12/1993;0;0;0,002582398;42,009;0;0;0
20/12/1993;0;0;0,003756215;42,009;0;0;0
21/12/1993;0;0;0,037090737;42,032;0;0;0
22/12/1993;0;0;0,024704787;42,056;0;0;0
23/12/1993;0;0;0,028640263;42,079;0;0;0
24/12/1993;0;0;0,0150407;42,079;0;0;0
25/12/1993;0;0;0,005640263;42,079;0;0;0
26/12/1993;0;0;0,008930416;42,079;0;0;0
27/12/1993;0;0;0,005170241;42,079;0;0;0
28/12/1993;0;0;0,004230197;42,079;0;0;0
29/12/1993;0;0;0,009635449;42,079;0;0;0
30/12/1993;0;0;0,004465208;42,079;0;0;0
31/12/1993;0;0;-0,013367917;42,056;0;0;0
01/01/1994;0;0;0,011981371;42,056;0;0;0
02/01/1994;0;0;0,006343079;42,056;0;0;0
03/01/1994;0,1;0;0,003758861;42,056;0;0;0
04/01/1994;0;0;0,007517723;42,056;0;0;0
05/01/1994;0;0;0,072351766;42,126;0;0;0
06/01/1994;32,5;0;0,154904666;42,267;0;0;0
07/01/1994;0;0;0,053424276;42,315;0;0;0
08/01/1994;0;0;0,027718413;42,338;0;0;0
09/01/1994;7;0;0,073125521;42,409;0;0;0
10/01/1994;2,5;0;0,074073428;42,48;0;0;0
11/01/1994;0;0;0,173583933;42,646;0;0;0
12/01/1994;0;0;0,098797281;42,741;0;0;0
13/01/1994;0;0;0,050799933;42,788;0;0;0
14/01/1994;0;0;0,05346623;42,836;0;0;0
15/01/1994;0;0;0,035600483;42,859;0;0;0
16/01/1994;0;0;0,055851071;42,907;0;0;0
17/01/1994;0;0;0,013085119;42,907;0;0;0
18/01/1994;0;0;0,033281773;42,931;0;0;0
19/01/1994;0;0;0,005235872;42,931;0;0;0
20/01/1994;0;0;0,026571166;42,954;0;0;0
21/01/1994;1;0;0,028525049;42,978;0;0;0
22/01/1994;0;0;0,02685893;43,002;0;0;0
23/01/1994;0;0;0,027574905;43,026;0;0;0
24/01/1994;0;0;0,02757615;43,05;0;0;0
25/01/1994;0;0;0,028769865;43,074;0;0;0
26/01/1994;0;0;0,004054386;43,074;0;0;0
27/01/1994;0;0;0,029010103;43,098;0;0;0
28/01/1994;0;0;0,028966501;43,121;0;0;0
29/01/1994;0;0;0,029729834;43,145;0;0;0
30/01/1994;0;0;0,002626174;43,145;0;0;0
31/01/1994;0;0;0,002864917;43,145;0;0;0
01/02/1994;0;0;0,028060045;43,169;0;0;0
02/02/1994;0;0;0,005254176;43,169;0;0;0
03/02/1994;8;0;0,029256009;43,193;0;0;0
04/02/1994;1;0;0,027823885;43,217;0;0;0
05/02/1994;0;0;0,031889514;43,241;0;0;0
06/02/1994;0;0;0,009802123;43,241;0;0;0
07/02/1994;0,1;0;0,029022352;43,265;0;0;0
08/02/1994;0;0;0,010762183;43,265;0;0;0
09/02/1994;0;0;0,029502579;43,289;0;0;0
10/02/1994;0;0;0,005502579;43,289;0;0;0
11/02/1994;0;0;0,010526673;43,289;0;0;0
12/02/1994;0;0;0,038359564;43,313;0;0;0
13/02/1994;0,1;0;0,009094391;43,313;0;0;0
14/02/1994;0;0;0,005743826;43,313;0;0;0
15/02/1994;29,5;0;0,224603072;43,528;0;0;0
16/02/1994;21;0;0,774942042;44,301;0;0;0
17/02/1994;0;0;0,132213349;44,423;0;0;0
18/02/1994;0;0;0,105522876;44,52;0;0;0
19/02/1994;0;0;0,083481809;44,593;0;0;0
20/02/1994;0;0;0,082028571;44,666;0;0;0
21/02/1994;0;0;0,055104589;44,715;0;0;0
22/02/1994;0;0;0,057063629;44,764;0;0;0
23/02/1994;0;0;0,058047261;44,813;0;0;0
24/02/1994;0;0;0,032805766;44,837;0;0;0
25/02/1994;0;0;0,055119332;44,886;0;0;0
26/02/1994;0;0;0,052674126;44,935;0;0;0
27/02/1994;21;0;0,104622535;45,033;0;0;0
28/02/1994;20;0;0,674417103;45,699;0;0;0
01/03/1994;0;0;0,248053114;45,922;0;0;0,0181
02/03/1994;0;0;0,131711242;46,046;0;0;0
03/03/1994;0;0;0,080727111;46,121;0;0;0
04/03/1994;0;0;0,106480342;46,22;0;0;0
05/03/1994;0,1;0;0,1067415;46,32;0;0;0
06/03/1994;0;0;0,078249226;46,395;0;0;0
07/03/1994;0;0;0,081254896;46,47;0;0;0
08/03/1994;0;0;0,082263105;46,545;0;0;0
09/03/1994;0;0;0,057516181;46,596;0;0;0
10/03/1994;0;0;0,030766266;46,621;0;0;0
11/03/1994;0;0;0,052257901;46,671;0;0;0
12/03/1994;0;0;0,056025169;46,721;0;0;0
13/03/1994;0;0;0,029771541;46,746;0;0;0
14/03/1994;0;0;0,053769572;46,796;0;0;0
15/03/1994;0;0;0,031284754;46,821;0;0;0
16/03/1994;0;0;0,036310496;46,847;0;0;0
17/03/1994;0;0;0,058052682;46,897;0;0;0
18/03/1994;0;0;0,032803683;46,922;0;0;0
19/03/1994;0;0;0,036331788;46,947;0;0;0
20/03/1994;0;0;0,065615316;46,998;0;0;0
21/03/1994;0;0;0,034074664;47,023;0;0;0
22/03/1994;9;0;0,059080815;47,073;0;0;0
23/03/1994;0;0;0,034326907;47,099;0;0;0
24/03/1994;0;0;0,033329726;47,124;0;0;0
25/03/1994;0,5;0;0,032322548;47,149;0;0;0
26/03/1994;0;0;0,038387134;47,174;0;0;0
27/03/1994;0;0;0,035348886;47,2;0;0;0
28/03/1994;0;0;0,028033103;47,225;0;0;0
29/03/1994;0;0;0,032332475;47,25;0;0;0
30/03/1994;0;0;0,00960807;47,25;0;0;0
31/03/1994;0;0;0,01087229;47,25;0;0;0
01/04/1994;0;0;0,014412105;47,25;0;0;0
02/04/1994;0;0;0,034864263;47,275;0;0;0
03/04/1994;0;0;0,012899421;47,275;0;0;0
04/04/1994;0;0;0,017705087;47,275;0;0;0
05/04/1994;0;0;0,025463876;47,275;0;0;0,007
06/04/1994;0;0;0,042192994;47,301;0;0;0
07/04/1994;0;0;0,017205056;47,301;0;0;0
08/04/1994;0;0;0,017964102;47,301;0;0;0
09/04/1994;0;0;0,019988226;47,301;0;0;0
10/04/1994;0;0;0,014927916;47,301;0;0;0
11/04/1994;0;0;0,033352341;47,326;0;0;0
12/04/1994;0;0;0,013920569;47,326;0;0;0
13/04/1994;0;0;0,009364746;47,326;0;0;0
14/04/1994;23;0;0,056318726;47,377;0;0;0
15/04/1994;9,5;0;0,026013434;47,402;0;0;0
16/04/1994;0;0;0,037418752;47,427;0;0;0
17/04/1994;0;0;0,011151532;47,427;0;0;0
18/04/1994;1,5;0;0,036394724;47,453;0;0;0
19/04/1994;1,5;0;0,028804234;47,478;0;0;0
20/04/1994;0,1;0;0,011412702;47,478;0;0;0
21/04/1994;0;0;0,007354852;47,478;0;0;0
22/04/1994;0,5;0;0,031342539;47,503;0;0;0
23/04/1994;8;0;0,007864748;47,503;0;0;0
24/04/1994;0;0;0,010909167;47,503;0;0;0
25/04/1994;0;0;0,045034028;47,529;0;0;0
26/04/1994;0;0;0,014465861;47,529;0;0;0
27/04/1994;0;0;0,014719648;47,529;0;0;0
28/04/1994;0;0;0,038963028;47,554;0;0;0
29/04/1994;0;0;0,014978521;47,554;0;0;0
30/04/1994;0;0;0,01650176;47,554;0;0;0
01/05/1994;0;0;0,039967742;47,58;0;0;0
02/05/1994;0;0;0,017269208;47,58;0;0;0
03/05/1994;0;0;0,014983578;47,58;0;0;0
04/05/1994;0;0;0,014983578;47,58;0;0;0
05/05/1994;0;0;0,037702238;47,605;0;0;0
06/05/1994;0,1;0;0,013464372;47,605;0;0;0
07/05/1994;0;0;0,016512909;47,605;0;0;0
08/05/1994;0;0;0,024642341;47,605;0;0;0
09/05/1994;0;0;-0,003667449;47,58;0;0;0
10/05/1994;0;0;0,015491496;47,58;0;0;0
11/05/1994;0;0;-0,010767606;47,554;0;0;0
12/05/1994;0;0;0,01574014;47,554;0;0;0
13/05/1994;8;0;0,003300352;47,554;0;0;0
14/05/1994;0;0;0,037428152;47,58;0;0;0
15/05/1994;6,5;0;0,010412317;47,58;0;0;0
16/05/1994;3,5;0;0,033891566;47,605;0;0;0
17/05/1994;1,5;0;0,006605164;47,605;0;0;0
18/05/1994;0;0;0,012448193;47,605;0;0;0
19/05/1994;0;0;0,014734596;47,605;0;0;0
20/05/1994;0;0;0,01549673;47,605;0;0;0
21/05/1994;0;0;0,013464372;47,605;0;0;0
22/05/1994;0;0;0,015242685;47,605;0;0;0
23/05/1994;1;0;0,005843029;47,605;0;0;0
24/05/1994;0;0;0,019053357;47,605;0;0;0
25/05/1994;0;0;-0,006714956;47,58;0;0;0
26/05/1994;0;0;0,019554839;47,58;0;0;0
27/05/1994;0;0;0,019554839;47,58;0;0;0
28/05/1994;0;0;0,015999413;47,58;0;0;0
29/05/1994;0;0;0,017015249;47,58;0;0;0
30/05/1994;0;0;0,013459824;47,58;0;0;0
31/05/1994;0;0;-0,011275353;47,554;0;0;0
01/06/1994;0,1;0;0,014978521;47,554;0;0;0
02/06/1994;0;0;0,025895069;47,554;0;0;0
03/06/1994;0;0;0,001393852;47,529;0;0;0
04/06/1994;0;0;0,020302963;47,529;0;0;0
05/06/1994;0;0;-0,009255697;47,503;0;0;0
06/06/1994;0;0;-0,008261371;47,478;0;0;0
07/06/1994;0;0;0,032499476;47,478;0;0;0,015
08/06/1994;0;0;-0,012069978;47,453;0;0;0
09/06/1994;0;0;0,01597238;47,453;0;0;0
10/06/1994;0;0;0,018000619;47,453;0;0;0
11/06/1994;0;0;-0,007752039;47,427;0;0;0
12/06/1994;0;0;0,01622041;47,427;0;0;0
13/06/1994;0;0;-0,008785063;47,402;0;0;0
14/06/1994;0;0;0,017735088;47,402;0;0;0
15/06/1994;0;0;0,019761955;47,402;0;0;0
16/06/1994;0,1;0;-0,007524187;47,377;0;0;0
17/06/1994;0;0;-0,00549186;47,351;0;0;0
18/06/1994;0;0;0,024812318;47,351;0;0;0
19/06/1994;0;0;-0,001461584;47,326;0;0;0
20/06/1994;0;0;0,024044619;47,326;0;0;0
21/06/1994;0;0;-0,00804796;47,301;0;0;0
22/06/1994;0;0;-0,006777334;47,275;0;0;0
23/06/1994;0;0;-0,007048079;47,25;0;0;0
24/06/1994;0;0;-0,00376828;47,225;0;0;0
25/06/1994;0;0;0,000772606;47,2;0;0;0
26/06/1994;0;0;-0,00326713;47,174;0;0;0
27/06/1994;0;0;-0,00353736;47,149;0;0;0
28/06/1994;0;0;-0,005563972;47,124;0;0;0
29/06/1994;0;0;-0,007336865;47,099;0;0;0
30/06/1994;0;0;0,019177118;47,099;0;0;0
01/07/1994;0;0;-0,003297963;47,073;0;0;0
02/07/1994;0;0;0,021945302;47,073;0;0;0
03/07/1994;0;0;0,02547673;47,073;0;0;0
04/07/1994;0;0;0,002737534;47,048;0;0;0
05/07/1994;0;0;0,009786211;47,023;0;0;0
06/07/1994;0;0;0,032265471;47,023;0;0;0
07/07/1994;0;0;-0,007864801;46,998;0;0;0
08/07/1994;0;0;0,017891163;46,998;0;0;0
09/07/1994;0;0;-0,01063393;46,972;0;0;0
10/07/1994;0;0;0,013854653;46,972;0;0;0
11/07/1994;0;0;-0,007120957;46,947;0;0;0
12/07/1994;0;0;0,017123591;46,947;0;0;0
13/07/1994;0;0;-0,008385706;46,922;0;0;0
14/07/1994;0;0;0,011076196;46,922;0;0;0
15/07/1994;0;0;-0,006378174;46,897;0;0;0
16/07/1994;0;0;0,018873472;46,897;0;0;0
17/07/1994;0;0;-0,002862627;46,872;0;0;0
18/07/1994;0;0;0,0238983;46,872;0;0;0
19/07/1994;0;0;-0,004379008;46,847;0;0;0
20/07/1994;0;0;-0,00865408;46,821;0;0;0
21/07/1994;0;0;0,01583758;46,821;0;0;0
22/07/1994;0;0;-0,007408665;46,796;0;0;0
23/07/1994;0;0;0,016334811;46,796;0;0;0
24/07/1994;0;0;-0,008419515;46,771;0;0;0
25/07/1994;0;0;0,01884146;46,771;0;0;0
26/07/1994;0;0;0,001418165;46,721;0;0;0,0351
27/07/1994;0;0;0,103429214;46,721;0;0;0,08686
28/07/1994;0;0;-0,080946253;46,621;0;0;0
29/07/1994;0;0;-0,034715121;46,57;0;0;0
30/07/1994;0;0;-0,008219723;46,545;0;0;0
31/07/1994;0;0;0,003541746;46,52;0;0;0
01/08/1994;0;0;-0,028733353;46,47;0;0;0
02/08/1994;0;0;0,008234958;46,22;0;0;0,23729
03/08/1994;0;0;0,005523736;46,046;0;0;0,16634
04/08/1994;0;0;0,015173734;46,046;0;0;0
05/08/1994;0;0;-0,006101467;46,021;0;0;0
06/08/1994;0;0;-0,008842311;45,996;0;0;0
07/08/1994;0;0;0,018643487;45,996;0;0;0
08/08/1994;0;0;0,000849485;45,972;0;0;0
09/08/1994;0;0;0,006188112;45,748;0;0;0,20814
10/08/1994;0;0;0,008331744;45,526;0;0;0,21255
11/08/1994;0;0;0,005198413;45,353;0;0;0,15701
12/08/1994;0;0;-0,005542891;45,328;0;0;0
13/08/1994;0;0;0,012560919;45,328;0;0;0
14/08/1994;2;0;-0,015628935;45,304;0;0;0
15/08/1994;0;0;0,012064182;45,304;0;0;0
16/08/1994;0;0;0,009470352;45,058;0;0;0,24173
17/08/1994;0;0;0,006291677;44,862;0;0;0,18394
18/08/1994;0;0;0,006459575;44,691;0;0;0,16379
19/08/1994;0;0;0,015378272;44,691;0;0;0
20/08/1994;0;0;-0,003038611;44,666;0;0;0
21/08/1994;0;0;-0,010583775;44,642;0;0;0
22/08/1994;0;0;-0,034861746;44,593;0;0;0
23/08/1994;0;0;0,009063517;44,35;0;0;0,2285
24/08/1994;0;0;-0,078628418;44,01;0;0;0,22245
25/08/1994;0;0;0,1019324;43,962;0;0;0,1236
26/08/1994;0;0;0,001247476;43,914;0;0;0,0309
27/08/1994;0;0;0,000361032;43,865;0;0;0,03368
28/08/1994;0;0;0,001378004;43,817;0;0;0,03419
29/08/1994;0;0;0,001240228;43,769;0;0;0,03069
30/08/1994;0;0;0,009206144;43,528;0;0;0,231
31/08/1994;0;0;0,010199405;43,289;0;0;0,23006
01/09/1994;0;0;0,007838738;43,05;0;0;0,21966
02/09/1994;0;0;0,001503966;43,002;0;0;0,03783
03/09/1994;0;0;0,001259674;42,954;0;0;0,03188
04/09/1994;0;0;0,001079476;42,931;0;0;0,00266
